Date,Country/Region,Confirmed,Death,Recovered,Day,Active Cases,Likely Cases 1pct,Likely Cases 1.8pct,Likely Cases 3.5pct,Death Rate,Death Change Rate,Recovery Change Rate,Confirmed Change Rate
2020-01-29,Singapore,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-29,Sri Lanka,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-29,Taiwan*,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-29,Thailand,14.0,0.0,5.0,14.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-01-29,US,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-29,United Arab Emirates,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,
2020-01-29,Vietnam,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-30,Australia,9.0,0.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,,inf,0.5
2020-01-30,Cambodia,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-30,Canada,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-30,China,8141.0,171.0,135.0,8141.0,7835.0,17100.0,30780.0,59850.0,0.021,0.2857142857142858,0.125,0.33744044685395114
2020-01-30,Finland,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-30,France,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-30,Germany,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-30,India,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
2020-01-30,Japan,11.0,0.0,1.0,11.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.5714285714285714
2020-01-30,"Korea, South",4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-30,Malaysia,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,,,0.1428571428571428
2020-01-30,Nepal,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-30,Philippines,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
2020-01-30,Singapore,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,,0.4285714285714286
2020-01-30,Sri Lanka,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-30,Taiwan*,9.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,,,0.125
2020-01-30,Thailand,14.0,0.0,5.0,14.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-01-30,US,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-30,United Arab Emirates,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-30,Vietnam,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-31,Australia,9.0,0.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-01-31,Cambodia,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-31,Canada,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,1.0
2020-01-31,China,9802.0,213.0,214.0,9802.0,9375.0,21300.0,38340.0,74550.0,0.022,0.2456140350877194,0.5851851851851853,0.20402898906768208
2020-01-31,Finland,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-31,France,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-31,Germany,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.25
2020-01-31,India,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-31,Italy,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,
2020-01-31,Japan,15.0,0.0,1.0,15.0,14.0,0.0,0.0,0.0,0.0,,0.0,0.36363636363636354
2020-01-31,"Korea, South",11.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,,,1.75
2020-01-31,Malaysia,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-31,Nepal,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-31,Philippines,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-31,Russia,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,
2020-01-31,Singapore,13.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,,,0.30000000000000004
2020-01-31,Sri Lanka,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-31,Sweden,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
2020-01-31,Taiwan*,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,,0.11111111111111116
2020-01-31,Thailand,19.0,0.0,5.0,19.0,14.0,0.0,0.0,0.0,0.0,,0.0,0.3571428571428572
2020-01-31,US,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,,,0.3999999999999999
2020-01-31,United Arab Emirates,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,0.0
2020-01-31,United Kingdom,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,
2020-01-31,Vietnam,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,Australia,12.0,0.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.33333333333333326
2020-02-01,Cambodia,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,Canada,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,China,11891.0,259.0,275.0,11891.0,11357.0,25900.0,46620.0,90650.0,0.022,0.215962441314554,0.2850467289719627,0.2131197714752091
2020-02-01,Finland,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,France,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.19999999999999996
2020-02-01,Germany,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,,,0.6000000000000001
2020-02-01,India,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,Italy,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,Japan,20.0,0.0,1.0,20.0,19.0,0.0,0.0,0.0,0.0,,0.0,0.33333333333333326
2020-02-01,"Korea, South",12.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,,,0.09090909090909083
2020-02-01,Malaysia,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,Nepal,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,Philippines,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,Russia,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,Singapore,16.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,,,0.23076923076923084
2020-02-01,Spain,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
2020-02-01,Sri Lanka,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,Sweden,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,Taiwan*,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,Thailand,19.0,0.0,5.0,19.0,14.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-02-01,US,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,,,0.1428571428571428
2020-02-01,United Arab Emirates,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,United Kingdom,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-01,Vietnam,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,,inf,2.0
2020-02-02,Australia,12.0,0.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-02-02,Cambodia,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,Canada,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,China,16630.0,361.0,463.0,16630.0,15806.0,36100.0,64980.0,126350.0,0.022,0.3938223938223939,0.6836363636363636,0.3985367084349507
2020-02-02,Finland,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,France,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,Germany,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,,0.25
2020-02-02,India,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,1.0
2020-02-02,Italy,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,Japan,20.0,0.0,1.0,20.0,19.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-02-02,"Korea, South",15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,,,0.25
2020-02-02,Malaysia,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,Nepal,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,Philippines,2.0,1.0,0.0,2.0,1.0,100.0,180.0,350.0,0.5,inf,,1.0
2020-02-02,Russia,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,Singapore,18.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,,,0.125
2020-02-02,Spain,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,Sri Lanka,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,Sweden,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,Taiwan*,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,Thailand,19.0,0.0,5.0,19.0,14.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-02-02,US,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,United Arab Emirates,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.25
2020-02-02,United Kingdom,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-02,Vietnam,6.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-02-03,Australia,12.0,0.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-02-03,Cambodia,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,Canada,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,China,19716.0,425.0,614.0,19716.0,18677.0,42500.0,76500.0,148750.0,0.022,0.17728531855955687,0.32613390928725705,0.18556825015033063
2020-02-03,Finland,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,France,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,Germany,12.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,,,0.19999999999999996
2020-02-03,India,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,,0.5
2020-02-03,Italy,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,Japan,20.0,0.0,1.0,20.0,19.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-02-03,"Korea, South",15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,Malaysia,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,Nepal,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,Philippines,2.0,1.0,0.0,2.0,1.0,100.0,180.0,350.0,0.5,0.0,,0.0
2020-02-03,Russia,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,Singapore,18.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,Spain,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,Sri Lanka,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,Sweden,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,Taiwan*,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,Thailand,19.0,0.0,5.0,19.0,14.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-02-03,US,11.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,,,0.375
2020-02-03,United Arab Emirates,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,United Kingdom,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-03,Vietnam,8.0,0.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.33333333333333326
2020-02-04,Australia,13.0,0.0,2.0,13.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.08333333333333326
2020-02-04,Belgium,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
2020-02-04,Cambodia,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,Canada,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,China,23707.0,491.0,843.0,23707.0,22373.0,49100.0,88380.0,171850.0,0.021,0.1552941176470588,0.37296416938110744,0.20242442686143236
2020-02-04,Finland,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,France,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,Germany,12.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,India,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,Italy,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,Japan,22.0,0.0,1.0,22.0,21.0,0.0,0.0,0.0,0.0,,0.0,0.10000000000000009
2020-02-04,"Korea, South",16.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,,,0.06666666666666665
2020-02-04,Malaysia,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,,0.25
2020-02-04,Nepal,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,Philippines,2.0,1.0,0.0,2.0,1.0,100.0,180.0,350.0,0.5,0.0,,0.0
2020-02-04,Russia,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,Singapore,24.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,,,0.33333333333333326
2020-02-04,Spain,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,Sri Lanka,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,Sweden,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,Taiwan*,11.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,,,0.10000000000000009
2020-02-04,Thailand,25.0,0.0,5.0,25.0,20.0,0.0,0.0,0.0,0.0,,0.0,0.3157894736842106
2020-02-04,US,11.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,United Arab Emirates,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,United Kingdom,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-04,Vietnam,8.0,0.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-02-05,Australia,13.0,0.0,2.0,13.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020-02-05,Belgium,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-05,Cambodia,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-05,Canada,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.25
